Sector,NumericRating,OAD,OAS,OAS_old,OAS_change,OAS_pct_change,MktVal
OWNED_NO_GUARANTEE,6.693294195184882,6.901530917765776,177.11837900483494,201.14325268435783,-24.024873679522955,-0.10546833639438982,86611.63612603882
P&C,7.380117397123302,6.8243596597246645,165.91271873650408,206.28223687494093,-40.36951813843692,-0.16627820592688136,17557.7573261261
PACKAGING,9.615424785713858,7.195841170805999,179.2879940164425,195.7278284440532,-16.43983442761068,-0.08435932033441279,701.2656517028809
PAPER,8.893840625551931,7.016582846699358,188.83761318906977,202.73162182241688,-13.894008633347152,-0.0706551160942966,7984.308617468108
PHARMACEUTICALS,6.693748204641881,7.286602639485056,107.69657124474773,121.92895404909184,-14.232383445403554,-0.03090198865464689,28294.217674468993
PIPELINES,9.690518272480864,5.080161075346415,265.50543175811333,365.7335739035218,-100.22814214540846,-0.24315827756486816,6062.4672927856445
RAILROADS,7.065728478053947,6.794774224495289,113.90381599255979,124.83314310940901,-10.929327116849224,-0.0727035807031161,10975.994853092805
REFINING,9.128944096737849,6.044426125999243,145.09901371567895,185.43381259797687,-40.3347988822979,-0.19982880311513887,3958.2813749351503
REITS,8.012973871412058,6.127277513287516,192.73618630139003,227.90186900331506,-35.16568270192502,-0.1406185737304277,8888.51619720459
RESTAURANTS,8.541036637852313,7.505464853134593,110.5971091357547,87.26738477894853,23.329724356806146,0.46441921714735834,3182.920825958252
RETAILERS,6.877858586859199,7.066633528106957,130.108335223531,139.36341796009307,-9.255082736562056,0.03570905628819631,20800.845069885254
RETAIL_REITS,7.388650014687602,7.521490341814041,145.445046403698,159.05630261833218,-13.611256214634196,-0.048865783782765425,6278.811744689941
SOVEREIGN,7.8232354250211715,6.753474475069811,148.84745359262934,175.24577113333595,-26.398317643972796,-0.13026589358464452,89364.3438518722
SUPERMARKETS,9.224838285792966,6.513305698493184,164.5022761874511,193.95534903281597,-29.453072845364886,-0.13273129848661444,3716.9384422302246
SUPRANATIONAL,1.860463521691905,7.04920803715027,67.0317304673686,77.9115345318077,-10.879804064439105,-0.10188564136232714,12772.889008331298
TECHNOLOGY,7.060065227912275,6.768150131830961,166.49407712622482,201.09888953818333,-34.60481241195844,-0.061377537683379474,35633.98653113777
TOBACCO,7.300763420782091,7.423865593069068,132.00580774162805,139.85462773380434,-7.848819992176286,-0.036511634174056666,9553.023616790771
TRANSPORTATION_SERVICES,7.37858463389171,7.092562900130591,161.41913878884117,188.65015996657849,-27.23102117773728,-0.10916652915312977,11682.686651229858
WIRELESS,8.028537244345635,7.052873528699197,156.89858274335114,138.78126692780256,18.117315815548576,0.1675431605383825,7692.035271596908
