,Close*OAS,Close*Price,Daily*OAS,Daily*Price,WTD*OAS,WTD*Price,MTD*OAS,MTD*Price,YTD*OAS,YTD*Price,OAD,YTD*XSRet,Mkt*Cap,6m*Min,6m*Max,6m*%tile,color
Consumer Non-Cyclical,162.66450197606582,117.7681702172448,-1.2548506871454492,-0.06747273777094165,-1.2548506871454492,-0.06747273777094165,-3.193395534437741,-1.268918561029139,-34.23375026594354,17.290391641309498,14.802080039204474,758.6114766445395,0.16126979556049276,153.15617911076095,185.36901498045856,19.841269841269842,
Food & Bev,170.04638031693185,117.3479255044888,-1.3130497544541413,-0.18247264019201737,-1.3130497544541413,-0.18247264019201737,-2.9651882891151615,-1.472491386807775,-57.66219970830949,19.886414010330554,14.670905550429607,1158.39314822729,0.04472023373682075,158.70391245392673,205.82898079630692,15.873015873015872,
Healthcare,161.8112936341477,117.15532836193327,-1.0146583255582584,-0.04679819779534,-1.0146583255582584,-0.04679819779534,-2.976589479741392,-1.3013794645700756,-21.519431056903784,16.283745480206775,15.350043814084243,564.2505962172639,0.04107766387253397,154.5619093534847,181.57600145026373,20.634920634920633,
Managed Care,180.24965749952966,114.92380864843689,-1.9589833771534018,0.031180695399115166,-1.9589833771534018,0.031180695399115166,-3.4659897434059985,-1.1795562324301585,-9.708963665091233,13.328154524326962,14.817318774102244,323.77484602276627,0.028101512063553224,167.5805045814428,202.16263944331672,38.095238095238095,
Pharma,138.97169484640992,120.0167863423688,-1.3071097905050237,-0.00843710836031164,-1.3071097905050237,-0.00843710836031164,-4.556775077192128,-0.9814397581077827,-27.704843607128822,16.873284983057886,14.811748116209822,628.0779739857678,0.055276886678926065,133.26072291855138,158.79013794269503,20.634920634920633,
Tobacco,248.67746013497023,109.0087419187129,-1.0660015134060643,0.003148905298459681,-1.0660015134060643,0.003148905298459681,1.2844637926465907,-1.6394114159829343,-36.86511988451255,15.695387180444172,13.927014444137635,833.1649031210197,0.012111878622152093,213.95703709533848,260.9071550703032,82.53968253968253,
Energy,216.45625170020384,118.23339620439972,-3.018523963793996,-0.028537171370700776,-3.018523963793996,-0.028537171370700776,1.818719621195072,-2.0361502663309636,-30.227510235191943,15.148019117431588,13.288518336424973,631.0632369437252,0.09093753765654726,178.6274709618767,226.94537440772302,71.42857142857143,
Independent,230.15576480253108,119.41066734023465,-3.624868439487045,0.08538315880291236,-3.624868439487045,0.08538315880291236,4.018177563116325,-2.0605703150927326,-29.09045638169144,13.799030641436957,12.279868233590918,584.605360417898,0.023461913546864565,170.3106357797795,240.62681348273833,81.74603174603175,
Integrated,138.10878724590998,122.25756658104173,-2.126593563046981,0.1445723973967148,-2.126593563046981,0.1445723973967148,-2.5265455340575045,-1.2730379312103821,-35.94197830059653,18.481653890490335,14.295599010837373,688.848055189577,0.015510178612170243,122.12212159352012,154.2588403261028,50.0,
Oil Field Services,217.4644418521857,114.12057821286393,-3.8597283861195706,0.4785317108202065,-3.8597283861195706,0.4785317108202065,-3.6001205695921783,-0.9291801927459176,-15.69364491609025,13.640107241876848,13.764583698955567,451.3749226000341,0.004687361201712827,179.110752494474,244.34429457340582,50.79365079365079,
Refining,206.6193711190362,122.13185480016746,-2.699751758502657,-0.10104413102182264,-2.699751758502657,-0.10104413102182264,-0.7490352342188942,-1.7535962886193062,-44.51388536509933,17.897175984232135,13.067049729396032,834.7297933220354,0.005178075423860258,176.31053444774616,221.46962437677143,58.730158730158735,
Midstream,238.78348532377618,116.07318563635002,-2.8945498746398073,-0.2067799423798391,-2.8945498746398073,-0.2067799423798391,3.373776849773037,-2.4700097354797492,-27.651329657958343,14.521606356659248,13.45384255850072,618.7984811587866,0.04210000887193936,203.53339189620965,250.04568406923528,80.15873015873017,
Industrial Other,124.25916525041352,119.68299715197607,-1.5573444954863191,0.006510793137294968,-1.5573444954863191,0.006510793137294968,-1.797975748210419,-1.519965803518744,-18.483607557914056,15.47181517970607,15.060180049705945,412.08779495239156,0.0017644225771420536,119.48031691436728,140.78293015001623,20.634920634920633,
Universities,96.48417897688144,123.81611906260028,-0.20816130705118496,-0.26994412844430826,-0.20816130705118496,-0.26994412844430826,-0.4951154993597555,-2.660573028960229,-13.23160567000086,20.04612959390883,19.877080548729428,411.87201454238044,0.00694043110141667,91.85568651607944,100.7261930869579,57.14285714285714,
Technology,124.87318028271174,119.56159883403787,-2.291775832985678,0.1000293879030636,-2.291775832985678,0.1000293879030636,-4.5417301265941745,-1.134555033928038,-32.580000048060796,17.984797188818092,15.379826075362331,675.4921981060313,0.06946064119536344,118.2717507508559,147.52619173894402,23.015873015873016,
Transportation,145.28909299089875,115.8093759258993,-2.1405547166965277,0.09985966606366503,-2.1405547166965277,0.09985966606366503,-2.5535646082886956,-1.477717913562202,-18.82584808577539,15.539843007896295,15.506448007821618,427.78574719215976,0.03154393860406376,129.49440617538366,155.48554284827148,49.2063492063492,
"Gov Owned, No Guar",397.04180887226346,107.10693644074858,-3.611099599951956,0.3397883775809021,-3.611099599951956,0.3397883775809021,10.693257734670965,-0.7337137960573017,1.2211186975608257,13.030395314501348,11.982080164171899,913.0627027882499,0.019986578000001472,335.22728080145316,416.14638453459,90.47619047619048,
Gov Guarantee,28.7715589153924,76.27591433315226,0.2256415172520576,-0.1660523457082803,0.2256415172520576,-0.1660523457082803,-3.8089303817854905,-0.7773327108323116,-22.72290684080085,12.787339379732614,15.028572183505284,513.5524931310132,0.0015819016868560299,27.759001204784052,36.93733496443712,2.380952380952381,
Munis,129.38437143819758,136.84429498984898,-0.08289209277745613,-0.2553651789455955,-0.08289209277745613,-0.2553651789455955,2.7491747738266525,-2.08738766302244,-12.710995414596283,14.15608712106713,12.19399627569349,308.42941892955224,0.05618469827303245,117.33195610222283,129.89693091859368,96.82539682539682,
Sovereigns,151.30498686766467,127.71808397348563,-1.4201747387006662,0.027756988853084863,-1.4201747387006662,0.027756988853084863,-10.152081782239634,-0.016568459984881656,-48.80666977180147,18.63663926700741,13.951094737387102,927.0970214555718,0.04914523574054219,144.9474143844463,183.21078825139972,12.698412698412698,
Supranational,27.690294518425986,127.47244597399445,0.398376804604176,-0.3035390634953501,0.398376804604176,-0.3035390634953501,1.708708805716249,-1.7697423721799197,-6.550343316527972,13.82180244973759,14.089354635517125,155.4588936363599,0.0016932492655296991,23.937544368180856,32.52731107863556,24.6031746031746,
Banks,150.94571238895156,123.88916826625572,-3.0341524851195913,0.25389031163112463,-3.0341524851195913,0.25389031163112463,-4.667184003427366,-0.8748203359625819,-52.55079545195912,18.60014424395402,13.014155665746891,914.7629930011791,0.0851153755239526,139.7509535439873,170.44160805954067,34.92063492063492,
US SIFI Banks (Sr),133.757039534921,121.56703076737826,-2.2429140093148874,0.163648696020104,-2.2429140093148874,0.163648696020104,-3.3969784671684806,-1.034319709151731,-50.46122488925991,18.033850744086465,13.400651521551916,864.4080908787877,0.029377751441397388,120.84048668647634,153.27732883555552,38.88888888888889,
US SIFI Banks (Sub),176.16756085427699,129.1126447025848,-2.165393565526955,0.06538774002589776,-2.165393565526955,0.06538774002589776,-4.907129023630489,-0.9342153623443039,-55.16336056033444,20.156420310932276,13.221752019331007,998.018402116787,0.019983571584661335,160.34124253811217,193.83905348918293,46.82539682539682,
US Regional Banks,161.1508967890732,125.85594655262472,-1.2007461562694175,-0.0010958091742026,-1.2007461562694175,-0.0010958091742026,-4.358605521923124,-0.9122274941782536,-40.368519940492945,18.00304633666319,13.693188865736023,777.310522335144,0.014159015504583244,147.34237512054628,176.43224332295063,53.96825396825397,
Brokers/AssetMngr,184.33321695750953,116.61210917372888,-2.310692524070191,0.20055258207131033,-2.310692524070191,0.20055258207131033,-1.2668099342675987,-1.258663828596795,-32.66940722455749,15.981714033824886,14.602435042114573,666.8032946667201,0.0035771792897779063,172.00763111009698,202.99980571651955,25.396825396825395,
Fin. Companies,222.8172619541339,105.56324277782504,-0.7633267093189033,-0.03635917603421035,-0.7633267093189033,-0.03635917603421035,1.6441840208188125,-1.3273182208572791,-91.78607913535936,20.43981226876582,11.491568712656944,1483.8790390291767,0.005258547731114841,216.4063917364277,268.6745611697604,10.317460317460316,
Life,175.10952941752035,120.18247665932459,-1.9558139191797466,0.043396090994974656,-1.9558139191797466,0.043396090994974656,-2.6974297642435374,-1.253005693859535,-42.35957686624985,17.65093559121334,13.874741159250243,798.322147827113,0.017526809301723293,160.19541109672278,188.3218188523254,43.65079365079365,
P&C,136.9912149824862,122.52105496894677,-0.9632814293190677,-0.10944523871208389,-0.9632814293190677,-0.10944523871208389,-1.838856235637195,-1.5607355388208788,-25.946022521527482,16.85613718558207,14.985792479851664,517.9785333734065,0.019627784054081533,126.29873322504879,150.4859990421173,42.06349206349206,
REITs,143.3180851388635,110.4494839398263,-0.8951304658519916,-0.2162607209980223,-0.8951304658519916,-0.2162607209980223,-2.5712031108727444,-1.3379614158156414,-29.459339170912585,16.57061091728771,13.30293321081365,604.1618327642407,0.010750639968527348,135.27382763980037,154.2715510939305,35.714285714285715,
